ATC_Code,ATC_Name,ATC_L4_Code,ATC_L4_Name,ATC_L3_Code,ATC_L3_Name,ATC_L2_Code,ATC_L2_Name,ATC_L1_Code,ATC_L1_Name
L04AD02,tacrolimus,L04AD,Calcineurin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AD02,tacrolimus,L04AD,Calcineurin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AD03,voclosporin,L04AD,Calcineurin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AE01,fingolimod,L04AE,Sphingosine-1-phosphate (S1P) receptor modulators,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AE02,ozanimod,L04AE,Sphingosine-1-phosphate (S1P) receptor modulators,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AE03,siponimod,L04AE,Sphingosine-1-phosphate (S1P) receptor modulators,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AE04,ponesimod,L04AE,Sphingosine-1-phosphate (S1P) receptor modulators,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AE05,etrasimod,L04AE,Sphingosine-1-phosphate (S1P) receptor modulators,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AF01,tofacitinib,L04AF,Janus-associated kinase (JAK) inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AF02,baricitinib,L04AF,Janus-associated kinase (JAK) inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AF03,upadacitinib,L04AF,Janus-associated kinase (JAK) inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AF04,filgotinib,L04AF,Janus-associated kinase (JAK) inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AF05,itacitinib,L04AF,Janus-associated kinase (JAK) inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AF06,peficitinib,L04AF,Janus-associated kinase (JAK) inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AF07,deucravacitinib,L04AF,Janus-associated kinase (JAK) inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AF08,ritlecitinib,L04AF,Janus-associated kinase (JAK) inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AG01,muromonab-CD3,L04AG,Monoclonal antibodies,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AG02,efalizumab,L04AG,Monoclonal antibodies,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AG03,natalizumab,L04AG,Monoclonal antibodies,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AG04,belimumab,L04AG,Monoclonal antibodies,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AG05,vedolizumab,L04AG,Monoclonal antibodies,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AG06,alemtuzumab,L04AG,Monoclonal antibodies,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AG07,begelomab,L04AG,Monoclonal antibodies,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AG08,ocrelizumab,L04AG,Monoclonal antibodies,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AG09,emapalumab,L04AG,Monoclonal antibodies,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AG10,inebilizumab,L04AG,Monoclonal antibodies,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AG11,anifrolumab,L04AG,Monoclonal antibodies,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AG12,ofatumumab,L04AG,Monoclonal antibodies,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AG13,teprotumumab,L04AG,Monoclonal antibodies,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AG14,ublituximab,L04AG,Monoclonal antibodies,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AG15,divozilimab,L04AG,Monoclonal antibodies,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AG16,rozanolixizumab,L04AG,Monoclonal antibodies,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AH01,sirolimus,L04AH,Mammalian target of rapamycin (mTOR) kinase inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AH02,everolimus,L04AH,Mammalian target of rapamycin (mTOR) kinase inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AJ01,eculizumab,L04AJ,Complement inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AJ02,ravulizumab,L04AJ,Complement inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AJ03,pegcetacoplan,L04AJ,Complement inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AJ04,sutimlimab,L04AJ,Complement inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AJ05,avacopan,L04AJ,Complement inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AJ06,zilucoplan,L04AJ,Complement inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AJ07,crovalimab,L04AJ,Complement inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AJ08,iptacopan,L04AJ,Complement inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AJ09,danicopan,L04AJ,Complement inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AK01,leflunomide,L04AK,Dihydroorotate dehydrogenase (DHODH) inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AK02,teriflunomide,L04AK,Dihydroorotate dehydrogenase (DHODH) inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AX01,azathioprine,L04AX,Other immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AX01,azathioprine,L04AX,Other immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AX02,thalidomide,L04AX,Other immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AX03,methotrexate,L04AX,Other immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AX03,methotrexate,L04AX,Other immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AX04,lenalidomide,L04AX,Other immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AX05,pirfenidone,L04AX,Other immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AX06,pomalidomide,L04AX,Other immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AX07,dimethyl fumarate,L04AX,Other immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AX08,darvadstrocel,L04AX,Other immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AX09,diroximel fumarate,L04AX,Other immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
M01AA01,phenylbutazone,M01AA,Butylpyrazolidines,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AA01,phenylbutazone,M01AA,Butylpyrazolidines,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AA01,phenylbutazone,M01AA,Butylpyrazolidines,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AA02,mofebutazone,M01AA,Butylpyrazolidines,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AA02,mofebutazone,M01AA,Butylpyrazolidines,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AA03,oxyphenbutazone,M01AA,Butylpyrazolidines,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AA03,oxyphenbutazone,M01AA,Butylpyrazolidines,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AA05,clofezone,M01AA,Butylpyrazolidines,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AA05,clofezone,M01AA,Butylpyrazolidines,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AA06,kebuzone,M01AA,Butylpyrazolidines,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB01,indometacin,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB01,indometacin,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB01,indometacin,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB02,sulindac,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB02,sulindac,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB02,sulindac,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB03,tolmetin,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB03,tolmetin,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB04,zomepirac,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB05,diclofenac,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB05,diclofenac,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB05,diclofenac,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB06,alclofenac,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB06,alclofenac,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB07,bumadizone,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB08,etodolac,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB09,lonazolac,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB10,fentiazac,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB11,acemetacin,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB12,difenpiramide,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB13,oxametacin,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB14,proglumetacin,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB15,ketorolac,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB15,ketorolac,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB16,aceclofenac,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB17,bufexamac,M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB51,"indometacin, combinations",M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB51,"indometacin, combinations",M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AB55,"diclofenac, combinations",M01AB,Acetic acid derivatives and related substances,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AC01,piroxicam,M01AC,Oxicams,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AC01,piroxicam,M01AC,Oxicams,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AC01,piroxicam,M01AC,Oxicams,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AC02,tenoxicam,M01AC,Oxicams,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AC02,tenoxicam,M01AC,Oxicams,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AC02,tenoxicam,M01AC,Oxicams,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AC04,droxicam,M01AC,Oxicams,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AC05,lornoxicam,M01AC,Oxicams,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AC05,lornoxicam,M01AC,Oxicams,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AC05,lornoxicam,M01AC,Oxicams,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AC06,meloxicam,M01AC,Oxicams,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AC06,meloxicam,M01AC,Oxicams,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AC06,meloxicam,M01AC,Oxicams,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AC56,"meloxicam, combinations",M01AC,Oxicams,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AE01,ibuprofen,M01AE,Propionic acid derivatives,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AE01,ibuprofen,M01AE,Propionic acid derivatives,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AE01,ibuprofen,M01AE,Propionic acid derivatives,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
M01AE02,naproxen,M01AE,Propionic acid derivatives,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
