ATC_Code,ATC_Name,ATC_L4_Code,ATC_L4_Name,ATC_L3_Code,ATC_L3_Name,ATC_L2_Code,ATC_L2_Name,ATC_L1_Code,ATC_L1_Name
L02AB02,medroxyprogesterone,L02AB,Progestogens,L02A,HORMONES AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02AB03,gestonorone,L02AB,Progestogens,L02A,HORMONES AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02AE01,buserelin,L02AE,Gonadotropin releasing hormone analogues,L02A,HORMONES AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02AE01,buserelin,L02AE,Gonadotropin releasing hormone analogues,L02A,HORMONES AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02AE01,buserelin,L02AE,Gonadotropin releasing hormone analogues,L02A,HORMONES AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02AE02,leuprorelin,L02AE,Gonadotropin releasing hormone analogues,L02A,HORMONES AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02AE02,leuprorelin,L02AE,Gonadotropin releasing hormone analogues,L02A,HORMONES AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02AE02,leuprorelin,L02AE,Gonadotropin releasing hormone analogues,L02A,HORMONES AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02AE03,goserelin,L02AE,Gonadotropin releasing hormone analogues,L02A,HORMONES AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02AE04,triptorelin,L02AE,Gonadotropin releasing hormone analogues,L02A,HORMONES AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02AE04,triptorelin,L02AE,Gonadotropin releasing hormone analogues,L02A,HORMONES AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02AE05,histrelin,L02AE,Gonadotropin releasing hormone analogues,L02A,HORMONES AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02AE51,leuprorelin and bicalutamide,L02AE,Gonadotropin releasing hormone analogues,L02A,HORMONES AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BA01,tamoxifen,L02BA,Anti-estrogens,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BA02,toremifene,L02BA,Anti-estrogens,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BA03,fulvestrant,L02BA,Anti-estrogens,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BA04,elacestrant,L02BA,Anti-estrogens,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BB01,flutamide,L02BB,Anti-androgens,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BB02,nilutamide,L02BB,Anti-androgens,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BB03,bicalutamide,L02BB,Anti-androgens,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BB04,enzalutamide,L02BB,Anti-androgens,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BB05,apalutamide,L02BB,Anti-androgens,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BB06,darolutamide,L02BB,Anti-androgens,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BG01,aminoglutethimide,L02BG,Aromatase inhibitors,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BG02,formestane,L02BG,Aromatase inhibitors,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BG03,anastrozole,L02BG,Aromatase inhibitors,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BG04,letrozole,L02BG,Aromatase inhibitors,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BG05,vorozole,L02BG,Aromatase inhibitors,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BG06,exemestane,L02BG,Aromatase inhibitors,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BX01,abarelix,L02BX,Other hormone antagonists and related agents,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BX02,degarelix,L02BX,Other hormone antagonists and related agents,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BX03,abiraterone,L02BX,Other hormone antagonists and related agents,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BX04,relugolix,L02BX,Other hormone antagonists and related agents,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02BX53,abiraterone and prednisolone,L02BX,Other hormone antagonists and related agents,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,ENDOCRINE THERAPY,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AA02,filgrastim,L03AA,Colony stimulating factors,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AA03,molgramostim,L03AA,Colony stimulating factors,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AA09,sargramostim,L03AA,Colony stimulating factors,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AA10,lenograstim,L03AA,Colony stimulating factors,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AA12,ancestim,L03AA,Colony stimulating factors,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AA13,pegfilgrastim,L03AA,Colony stimulating factors,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AA14,lipegfilgrastim,L03AA,Colony stimulating factors,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AA15,balugrastim,L03AA,Colony stimulating factors,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AA16,empegfilgrastim,L03AA,Colony stimulating factors,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AA17,pegteograstim,L03AA,Colony stimulating factors,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AA18,efbemalenograstim alfa,L03AA,Colony stimulating factors,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AA19,eflapegrastim,L03AA,Colony stimulating factors,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB01,interferon alfa natural,L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB02,interferon beta natural,L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB03,interferon gamma,L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB04,interferon alfa-2a,L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB05,interferon alfa-2b,L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB06,interferon alfa-n1,L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB07,interferon beta-1a,L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB08,interferon beta-1b,L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB09,interferon alfacon-1,L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB10,peginterferon alfa-2b,L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB11,peginterferon alfa-2a,L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB12,albinterferon alfa-2b,L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB13,peginterferon beta-1a,L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB14,cepeginterferon alfa-2b,L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB15,ropeginterferon alfa-2b,L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB16,peginterferon alfacon-2,L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB17,sampeginterferon beta-1a,L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB60,"peginterferon alfa-2b, combinations",L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AB61,"peginterferon alfa-2a, combinations",L03AB,Interferons,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AC01,aldesleukin,L03AC,Interleukins,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AC02,oprelvekin,L03AC,Interleukins,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX01,lentinan,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX01,lentinan,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX02,roquinimex,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX03,BCG vaccine,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX04,pegademase,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX05,pidotimod,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX07,poly I:C,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX08,poly ICLC,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX09,thymopentin,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX10,immunocyanin,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX11,tasonermin,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX12,melanoma vaccine,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX13,glatiramer acetate,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX14,histamine dihydrochloride,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX15,mifamurtide,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX16,plerixafor,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX17,sipuleucel-T,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX18,cridanimod,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX19,dasiprotimut-T,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX21,elapegademase,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03AX22,leniolisib,L03AX,Other immunostimulants,L03A,IMMUNOSTIMULANTS,L03,IMMUNOSTIMULANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AA03,antilymphocyte immunoglobulin (horse),L04AA,Selective immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AA04,antithymocyte immunoglobulin (rabbit),L04AA,Selective immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AA06,mycophenolic acid,L04AA,Selective immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AA06,mycophenolic acid,L04AA,Selective immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AA15,alefacept,L04AA,Selective immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AA19,gusperimus,L04AA,Selective immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AA22,abetimus,L04AA,Selective immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AA24,abatacept,L04AA,Selective immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AA28,belatacept,L04AA,Selective immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AA32,apremilast,L04AA,Selective immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AA40,cladribine,L04AA,Selective immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AA41,imlifidase,L04AA,Selective immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AA48,belumosudil,L04AA,Selective immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AA58,efgartigimod alfa,L04AA,Selective immunosuppressants,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AB01,etanercept,L04AB,Tumor necrosis factor alpha (TNF-α) inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AB02,infliximab,L04AB,Tumor necrosis factor alpha (TNF-α) inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AB03,afelimomab,L04AB,Tumor necrosis factor alpha (TNF-α) inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AB04,adalimumab,L04AB,Tumor necrosis factor alpha (TNF-α) inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AB05,certolizumab pegol,L04AB,Tumor necrosis factor alpha (TNF-α) inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AB06,golimumab,L04AB,Tumor necrosis factor alpha (TNF-α) inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AB07,opinercept,L04AB,Tumor necrosis factor alpha (TNF-α) inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC01,daclizumab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC02,basiliximab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC03,anakinra,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC04,rilonacept,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC05,ustekinumab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC07,tocilizumab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC08,canakinumab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC09,briakinumab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC10,secukinumab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC11,siltuximab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC12,brodalumab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC13,ixekizumab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC14,sarilumab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC15,sirukumab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC16,guselkumab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC17,tildrakizumab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC18,risankizumab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC19,satralizumab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC20,netakimab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC21,bimekizumab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC22,spesolimab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC23,olokizumab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC24,mirikizumab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AC25,levilimab,L04AC,Interleukin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AD01,ciclosporin,L04AD,Calcineurin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AD01,ciclosporin,L04AD,Calcineurin inhibitors,L04A,IMMUNOSUPPRESSANTS,L04,IMMUNOSUPPRESSANTS,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
